component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns
C_00383,LOT_009,False,27.8268,28.2026,27.9571,28.486,11.1032,11.3172,11.422,11.1029,4.5038,4.8393,4.7868,4.6658
C_00384,LOT_009,False,24.6574,25.4344,25.7728,25.3607,11.3916,11.217,11.2542,11.7063,4.1463,4.0894,4.1802,4.2964
C_00385,LOT_009,False,26.5617,26.2602,26.6949,26.9241,9.5742,9.9737,10.1126,10.3114,3.9769,4.0126,3.949,3.9787
C_00386,LOT_009,False,23.1693,24.1413,24.3872,24.2495,12.2164,12.519,12.6334,12.714,4.4049,4.1756,4.1886,4.375
C_00387,LOT_009,False,25.8039,26.521,27.4491,27.8523,11.1574,11.1699,11.7618,11.4486,4.5035,4.6763,4.6297,4.5674
C_00388,LOT_009,False,25.8764,26.0895,27.3878,28.0675,10.6337,10.2842,10.5005,11.1633,4.1375,4.1241,4.2707,4.2939
C_00389,LOT_009,False,23.4808,23.4076,24.9428,24.1917,11.061,11.1352,11.0421,11.1886,4.2713,4.4858,4.4083,4.416
C_00390,LOT_009,False,25.6321,25.9869,26.5873,26.6236,11.8626,11.3628,11.9672,12.1335,4.2992,4.3644,4.4993,4.3227
C_00391,LOT_009,False,23.9311,26.0456,26.3782,27.1546,10.4578,10.0232,10.1645,10.2913,4.6653,4.8648,4.7647,4.7259
C_00392,LOT_009,False,25.5511,26.7722,27.716,26.872,11.6334,12.2212,12.0395,12.4042,3.9256,3.9977,3.9415,3.9728
C_00393,LOT_009,False,26.7341,27.02,27.6912,28.0129,11.572,12.0281,11.9149,11.9465,3.7008,3.7478,3.8188,3.7814
C_00394,LOT_009,False,25.823,27.3934,26.8342,26.3917,10.9684,11.6799,11.6084,12.0944,4.1928,4.2644,4.2969,4.2872
C_00395,LOT_009,False,25.3716,25.9216,26.8746,26.7266,11.5861,11.2182,11.499,11.7435,4.3822,4.3018,4.2471,4.4279
C_00396,LOT_009,False,26.7118,27.6595,27.3944,28.7876,11.4686,12.6062,12.4817,12.5465,4.3947,4.3617,4.5364,4.618
C_00397,LOT_009,False,26.5484,27.0683,28.4969,29.8889,10.9129,11.1273,11.4647,11.3166,4.2422,4.362,4.2577,4.2483
C_00398,LOT_009,False,25.3017,25.0052,24.733,24.9052,11.2319,11.1699,11.4546,11.567,3.9885,3.9976,4.0104,4.0706
C_00399,LOT_009,False,23.3586,23.6979,24.8214,25.1408,9.4227,9.5397,9.1291,9.4185,4.8029,4.8283,4.7603,4.7643
C_00400,LOT_009,False,26.0143,26.5695,26.4403,27.3506,12.0667,12.2085,12.1137,12.7954,4.0055,4.0427,4.142,4.0103
C_00401,LOT_010,False,24.2434,24.6653,24.7993,24.3556,11.1545,11.1008,10.9377,11.4436,3.0969,3.0646,2.9823,3.0345
C_00402,LOT_010,False,26.4648,27.411,27.3783,26.7905,9.2933,9.2168,9.8,9.6511,3.3,3.486,3.464,3.4181
C_00403,LOT_010,False,27.5943,29.3722,28.6621,29.2944,9.3213,9.4825,9.3989,9.9506,3.7335,3.7951,3.7807,3.8203
C_00404,LOT_010,False,27.6468,29.3344,28.1942,28.4848,9.4376,10.0469,10.5131,10.4114,3.6883,3.7043,3.6719,3.6234
C_00405,LOT_010,False,25.8645,26.3244,26.9613,28.1905,10.3736,10.9079,10.924,10.9328,3.8629,3.6824,3.5926,3.7848
C_00406,LOT_010,False,29.7134,29.9136,29.1324,29.2406,10.7231,11.2236,11.3098,11.7283,3.7422,3.8,3.7846,3.6867
C_00407,LOT_010,False,27.872,27.2115,27.5285,26.4943,10.9404,10.7068,11.1275,10.84,3.2639,3.4396,3.4685,3.5435
C_00408,LOT_010,False,26.2416,28.2358,27.9306,28.2207,8.9974,8.4539,8.9368,9.3241,3.3786,3.4945,3.3637,3.3019
C_00409,LOT_010,False,26.1371,26.9074,27.0891,28.3261,9.1413,9.5078,9.868,9.6997,3.6689,3.5987,3.705,3.7436
C_00410,LOT_010,True,29.6558,36.9259,43.8496,49.962,10.5088,17.9794,27.0252,32.3885,3.8028,3.8378,4.0622,4.2346
C_00411,LOT_010,False,28.3789,29.115,28.6163,29.8291,9.5775,10.1786,9.8021,10.023,3.6619,3.8155,3.5864,3.8418
C_00412,LOT_010,False,26.4477,27.0671,26.8492,27.0307,9.7875,9.873,9.9287,9.9814,3.1875,3.2526,3.0811,3.1668
C_00413,LOT_010,False,27.6389,26.8317,27.9453,27.971,10.073,10.5344,10.5185,10.3991,3.631,3.7397,3.6302,3.6131
C_00414,LOT_010,False,25.4074,25.9931,26.4973,26.2821,10.5828,10.1936,10.5983,10.9192,3.2961,3.3655,3.367,3.3968
C_00415,LOT_010,False,26.552,26.6732,26.7714,26.4626,8.7802,9.2841,9.5433,9.5425,3.6353,3.7664,3.6205,3.7735
C_00416,LOT_010,False,28.8597,29.4493,29.5112,31.4961,11.2896,11.1974,11.1,11.344,3.561,3.6745,3.501,3.6009
C_00417,LOT_010,False,26.2191,25.3768,26.3673,25.9099,11.3374,11.1602,11.3446,11.6727,3.8017,3.8337,3.973,3.9042
C_00418,LOT_010,False,27.6736,26.4891,28.6602,26.95,11.1396,11.7033,10.8066,11.5183,3.7799,3.8245,3.8626,3.7902
C_00419,LOT_010,False,30.3125,30.966,31.1032,30.7048,9.5465,9.7506,9.9891,9.9772,3.4399,3.6407,3.5969,3.573
C_00420,LOT_010,False,26.0078,24.9245,25.5685,26.3601,10.3947,10.1945,10.6268,10.7648,3.7133,3.4589,3.4506,3.6087
C_00421,LOT_010,False,26.713,26.3062,26.4825,27.6403,10.049,10.4128,10.3801,10.7528,3.1575,3.1138,3.2507,3.2183
C_00422,LOT_010,False,25.1198,26.1345,26.3083,26.2991,10.1356,10.4924,10.4802,10.7399,3.5172,3.4676,3.5823,3.5316
C_00423,LOT_010,False,28.1029,29.7902,29.7075,29.292,9.9898,10.1233,10.5328,10.0332,3.5736,3.5626,3.643,3.6049
C_00424,LOT_010,False,26.6706,26.568,27.2556,27.2911,8.9808,9.1989,9.0453,9.3481,3.3817,3.4399,3.3871,3.4461
C_00425,LOT_010,False,24.3695,23.5463,24.6404,24.4978,9.4112,9.4856,10.2886,9.6935,3.5587,3.5372,3.4769,3.5223
C_00426,LOT_010,False,27.4907,27.5994,29.5363,27.4156,10.4563,10.5781,10.9248,11.0121,3.9332,3.6811,3.7139,3.7771
C_00427,LOT_010,False,29.8117,29.4186,29.1075,31.3771,10.5016,10.4942,10.9464,10.7336,3.3722,3.3671,3.2953,3.3383
C_00428,LOT_010,False,25.1741,26.2105,25.6648,25.7551,10.5428,10.7749,10.6119,10.6392,3.4473,3.3741,3.4173,3.424
C_00429,LOT_010,False,30.8916,30.703,31.9041,31.7261,10.3967,10.4595,10.8326,10.7347,3.8935,4.0348,3.8079,4.0757
C_00430,LOT_010,False,25.8039,27.5716,26.9122,26.5592,9.5033,9.2625,9.5786,9.8208,3.3792,3.458,3.3742,3.3858
C_00431,LOT_010,False,26.1279,26.1519,27.4772,27.676,9.1784,9.6643,9.4591,10.0054,3.9027,3.9269,3.958,4.061
C_00432,LOT_010,False,27.0595,27.7617,28.1581,27.8908,9.5076,9.2176,10.076,10.1056,3.7538,3.6532,3.7918,3.6727
C_00433,LOT_010,False,25.5271,25.768,26.8108,27.0006,8.983,9.2028,9.6074,9.3226,3.2262,3.2712,3.3832,3.19
C_00434,LOT_010,False,29.0149,28.2235,29.0731,30.3819,10.5188,10.1359,10.8179,10.821,3.4682,3.4701,3.5922,3.5879
C_00435,LOT_010,True,27.9965,36.6567,47.3156,53.8296,10.9588,14.2231,18.4628,20.5652,3.3601,3.6415,4.0738,4.1564
C_00436,LOT_010,False,28.81,28.5691,30.2385,30.6633,9.3492,9.3005,9.5561,9.5827,3.9188,3.909,3.8093,3.9578
C_00437,LOT_010,False,30.0327,29.7042,30.2764,31.0432,10.3548,10.6685,10.0258,10.7095,3.4582,3.5867,3.5653,3.5496
C_00438,LOT_010,False,25.6679,25.5198,25.8567,26.8662,10.0556,9.7653,9.8373,10.3515,3.0216,3.1272,3.0613,3.08
C_00439,LOT_010,False,26.7276,26.05,25.3083,25.9257,9.7701,10.1992,10.2406,10.3978,3.6796,3.6947,3.7147,3.8054
C_00440,LOT_010,False,28.331,28.5356,30.1364,30.1268,9.1403,9.5131,9.5172,9.6814,3.9487,3.9133,3.9748,3.9643
C_00441,LOT_011,False,26.7724,26.2815,25.9192,26.9603,9.9257,10.5217,11.073,11.3363,4.3513,4.4519,4.3676,4.5035
C_00442,LOT_011,True,23.0303,29.3119,39.2297,46.3084,9.4014,22.4651,45.0453,62.6976,4.2924,4.7743,5.4295,6.3097
C_00443,LOT_011,False,24.4264,26.1203,25.1646,26.8748,11.7519,11.2263,12.6314,13.5172,4.3944,4.4574,4.3721,4.5574
C_00444,LOT_011,False,25.0048,25.2377,25.7673,24.7718,9.3328,9.3057,10.0288,9.9087,3.722,3.7043,3.7848,3.6808
C_00445,LOT_011,False,24.9171,25.1181,26.435,26.934,9.7592,9.8729,9.9066,10.4179,4.207,4.1662,4.2646,4.2249
C_00446,LOT_011,False,23.7803,24.0358,24.0471,24.7388,10.2006,10.6442,10.701,11.1791,4.0078,4.0301,3.9514,4.1642
C_00447,LOT_011,False,23.3912,23.1024,24.5168,24.2362,10.6716,11.2114,11.853,12.154,4.1809,4.2452,4.3021,4.295
C_00448,LOT_011,False,24.5305,25.2793,26.7049,27.1232,11.0493,11.5326,12.0798,12.1717,4.2187,4.0715,4.1927,4.3903
C_00449,LOT_011,False,23.929,23.7929,24.8618,25.4776,9.8341,10.1407,10.5389,11.0404,4.2055,4.3367,4.1663,4.2786
C_00450,LOT_011,False,24.5805,23.6459,24.9388,25.4892,10.0771,9.974,10.1535,10.7831,4.3087,4.3435,4.2397,4.4586
C_00451,LOT_011,False,24.6962,25.5482,25.6054,24.7538,10.7081,11.081,11.2107,11.2118,4.013,4.1404,4.1707,4.228
C_00452,LOT_011,False,25.2136,25.9999,26.1182,26.437,11.3316,11.3471,12.1781,12.4489,4.3629,4.2277,4.4644,4.4594
C_00453,LOT_011,True,25.9317,38.3111,54.2653,64.7722,9.751,15.7589,24.9764,32.8298,3.6209,4.1142,4.5379,4.974
C_00454,LOT_011,False,24.7856,24.9963,26.6008,26.8932,10.1033,10.6852,10.5241,11.029,4.0071,4.0454,4.1678,4.2643
C_00455,LOT_011,False,24.1993,24.2553,24.581,24.6929,10.3015,10.3557,11.0147,10.8757,4.5399,4.5965,4.612,4.7427
C_00456,LOT_011,False,23.1861,23.0478,24.0066,24.7704,11.3092,11.2884,12.3734,12.09,4.0593,4.1777,4.2057,4.1362
C_00457,LOT_011,False,24.5828,25.1651,24.7939,27.1914,10.5283,10.6163,11.1015,11.7642,4.3592,4.5092,4.7403,4.6299
C_00458,LOT_011,False,24.7216,25.4377,25.033,26.9212,8.9995,9.4072,9.7837,10.3485,3.9648,3.8642,4.0572,3.9074
C_00459,LOT_011,False,22.8814,24.3447,23.7521,23.2723,10.0233,9.5254,9.9666,10.0657,3.8984,3.9426,4.0367,4.1656
C_00460,LOT_011,False,23.022,23.5828,23.8488,23.7782,11.4703,11.255,11.4872,12.312,3.9961,4.2458,4.0901,4.1425
C_00461,LOT_011,False,23.8641,24.5671,24.2392,25.8277,11.1129,11.561,12.0814,12.2336,3.8861,3.876,3.9301,3.956
C_00462,LOT_011,False,23.8054,23.343,23.999,24.8786,9.9025,10.0949,10.7005,10.6683,3.7947,4.0535,3.8542,3.95
C_00463,LOT_011,False,23.1909,23.5607,24.5887,23.8458,10.7456,10.821,11.2168,12.0426,4.0672,4.1275,4.1515,4.1095
C_00464,LOT_011,False,23.2976,23.4022,24.6747,25.4671,9.644,9.4572,9.5931,10.0062,4.1629,4.1042,4.2392,4.363
C_00465,LOT_011,True,24.7522,31.915,42.1695,50.3395,10.8694,15.7295,24.4917,30.4649,4.3565,5.1399,6.0252,6.6587
C_00466,LOT_011,False,23.2863,23.5469,24.7229,24.3376,10.8742,10.9156,11.4243,11.6719,4.1999,4.6005,4.5548,4.5687
C_00467,LOT_011,False,25.0691,25.6596,26.3413,26.1883,10.4286,10.5647,10.9214,11.3174,3.8914,3.9568,3.7886,3.8722
C_00468,LOT_011,False,23.5958,24.9989,24.9453,25.5903,10.6158,11.1808,11.3045,11.4067,4.2907,4.3434,4.3781,4.2185
C_00469,LOT_011,False,24.7857,24.7778,24.443,25.7477,10.3728,10.448,10.5214,10.9315,3.9879,3.9867,4.032,4.1234
C_00470,LOT_011,False,20.8803,21.7273,22.2846,21.0193,10.1548,10.5422,10.7642,11.0426,3.8273,4.0747,3.979,3.9915
C_00471,LOT_011,False,24.1081,24.2007,24.9526,26.3758,10.1316,10.514,11.4897,11.4776,4.4398,4.621,4.6678,4.7558
C_00472,LOT_011,False,23.9586,24.6914,24.5583,25.3764,10.4143,10.4174,10.9994,11.2864,4.1114,4.0848,4.0706,4.1659
C_00473,LOT_011,False,25.7718,24.8993,25.2162,25.5328,10.7899,11.2984,11.1955,12.3939,4.2361,4.1793,4.3138,4.2121
C_00474,LOT_011,False,21.9439,21.6782,22.5753,22.3033,9.8153,10.0562,10.5202,10.9358,3.9406,3.9071,4.0416,4.0399
C_00475,LOT_011,False,26.0618,26.5895,26.7984,26.8922,10.3159,10.6356,10.9123,11.0773,4.1508,4.1089,4.0908,4.1365
C_00476,LOT_011,False,23.4794,24.0134,23.7213,24.4795,11.5299,11.707,11.91,11.9939,4.1808,4.1103,4.1567,4.1942
C_00477,LOT_011,False,25.054,24.7892,25.825,26.1953,9.1608,9.4148,9.9174,10.1876,3.9249,3.9593,3.8707,4.0666
C_00478,LOT_011,False,24.3264,25.5745,23.9465,25.2376,11.3747,11.6448,11.7603,11.8679,4.4385,4.433,4.5488,4.4364
C_00479,LOT_011,False,23.3502,23.1378,23.249,24.3685,10.9715,11.0862,11.0196,11.2146,3.9389,4.0903,3.9955,4.1506
C_00480,LOT_011,False,23.6161,24.7227,24.725,24.6556,9.8416,10.3763,10.7415,10.6111,4.1029,4.3067,4.3389,4.325
C_00481,LOT_012,False,23.2067,23.5226,24.2214,24.4476,9.3551,9.3698,9.6348,9.7809,4.6627,4.5575,4.9021,4.7905
C_00482,LOT_012,True,24.133,33.8187,46.2304,54.8745,9.6441,12.4948,17.1346,20.8536,4.5757,5.4492,6.1119,6.7817
C_00483,LOT_012,False,22.038,22.7024,22.3868,22.4247,9.9935,10.3983,10.2987,10.7409,4.6147,4.6887,4.6484,4.8045
C_00484,LOT_012,False,21.3612,20.8198,21.1778,21.0291,9.3264,8.8688,9.4659,9.7718,4.5156,4.571,4.6601,4.5993
C_00485,LOT_012,False,20.0996,20.8417,21.4264,20.9808,9.9511,10.3632,10.1879,10.5817,4.6502,4.7838,4.6136,4.6284
C_00486,LOT_012,False,22.3289,22.6466,22.7283,23.0819,9.1179,9.6021,10.1554,10.2807,4.5129,4.5654,4.5335,4.4371
C_00487,LOT_012,False,21.34,22.3576,22.3359,22.883,8.557,8.6874,8.7224,8.6985,4.0333,4.0894,4.0481,4.1083
C_00488,LOT_012,False,24.6504,23.8745,24.644,25.0664,8.2075,8.0293,8.4452,8.3377,4.4018,4.3401,4.4612,4.5485
C_00489,LOT_012,False,21.2061,20.9439,21.8839,22.4303,9.451,9.3461,9.6562,10.0043,3.8696,4.0772,3.9629,4.0384
C_00490,LOT_012,False,20.349,20.6735,21.0545,21.3734,8.3631,7.9792,8.297,8.3451,3.9351,4.0294,4.0722,4.0366
C_00491,LOT_012,False,22.5692,22.975,23.1135,24.2929,9.9669,10.3026,11.3007,11.4352,4.064,4.0513,4.1277,4.2176
C_00492,LOT_012,False,23.356,23.3949,24.5187,24.6587,8.9376,8.8545,9.0812,9.259,4.6495,4.6686,4.633,4.8667
C_00493,LOT_012,False,23.2202,25.1497,24.134,24.963,9.378,9.4563,9.4437,9.9003,3.8351,3.9758,3.9995,4.1944
C_00494,LOT_012,False,21.821,21.1913,21.4672,21.6822,8.4729,8.3019,8.5691,8.6943,4.8404,4.9017,4.9755,4.9352
C_00495,LOT_012,False,21.8834,22.6121,22.2711,22.6341,9.6016,9.4116,9.9312,9.8557,3.9388,4.1106,4.131,4.1247
C_00496,LOT_012,True,21.8067,32.3393,44.2411,53.8624,8.5141,14.9286,25.1866,32.9121,4.0285,4.8848,5.5189,6.2258
C_00497,LOT_012,False,24.2342,23.852,24.3015,24.6403,9.157,9.6902,10.0709,10.0414,4.2232,4.4962,4.5153,4.4691
C_00498,LOT_012,False,24.149,23.4871,24.9751,25.5952,8.3279,8.1512,8.8854,9.0876,4.2026,4.4727,4.5202,4.3938
C_00499,LOT_012,False,24.4264,24.6289,24.9129,25.7924,8.2007,8.6919,8.9442,9.1235,4.4561,4.4862,4.5007,4.6432
C_00500,LOT_012,False,23.4433,23.4049,25.2114,25.0602,9.8126,9.5802,9.7647,9.8373,4.3238,4.3665,4.2269,4.4018
C_00501,LOT_012,False,20.6433,20.5895,21.0961,21.3988,10.4023,10.2645,10.6906,10.862,4.2571,4.366,4.4889,4.619
C_00502,LOT_012,False,26.1391,25.9633,26.1261,27.9922,9.6562,10.1946,10.1496,10.5436,4.5718,4.7725,4.7095,4.4371
C_00503,LOT_012,False,21.9834,23.207,22.9162,23.2603,9.1718,9.3823,9.4176,9.4587,4.1812,4.2714,4.3129,4.4248
C_00504,LOT_012,False,23.3335,23.4153,23.3302,23.1982,9.682,10.0321,10.4927,10.8033,4.1438,4.0076,4.1199,4.2106
C_00505,LOT_012,False,21.8618,22.5581,22.4,23.013,9.2323,9.4145,9.3719,9.6246,4.9584,4.8129,4.7703,4.8147
C_00506,LOT_012,False,20.9078,20.4031,21.544,21.2875,9.6299,10.0499,9.948,10.2836,4.2024,4.5255,4.2507,4.4821
C_00507,LOT_012,False,22.0347,22.703,23.3611,23.9975,8.8668,8.889,9.2717,9.0798,4.2958,4.264,4.3024,4.3462
C_00508,LOT_012,False,21.1046,21.3631,21.8045,21.7437,8.1589,8.6865,8.7577,9.2925,4.2174,4.2589,4.1476,4.3591
C_00509,LOT_012,False,23.8977,24.5827,25.9669,25.1957,9.9299,9.6061,9.697,9.78,3.8481,3.8361,3.9515,3.8506
C_00510,LOT_012,False,19.0034,19.781,19.9204,20.0525,8.9793,9.0488,9.0947,9.083,3.7689,3.7287,3.803,3.9523
C_00511,LOT_012,False,21.7655,21.484,22.2398,21.4069,9.256,9.6862,9.9362,10.39,3.8723,3.9704,4.0094,3.9033
C_00512,LOT_012,True,21.3497,28.351,38.8491,45.4049,9.0648,15.5457,25.9403,33.3858,4.5468,4.9433,5.6044,6.2587
C_00513,LOT_012,False,18.3249,18.4015,18.39,19.2809,9.0576,9.0966,9.3475,9.2939,4.4576,4.354,4.5132,4.3406
C_00514,LOT_012,False,22.9012,22.7773,23.6874,22.8178,8.5954,9.1524,9.8925,9.969,4.4049,4.4919,4.7352,4.6419
C_00515,LOT_012,False,21.3656,22.5677,21.678,22.7889,8.5311,8.6935,8.8659,8.7943,3.983,3.9572,3.9488,4.0985
C_00516,LOT_012,False,19.837,21.0113,20.6791,20.1091,8.3679,8.3387,8.7119,8.7871,4.2866,4.1235,4.292,4.3795
C_00517,LOT_012,False,20.2055,20.3306,20.7099,20.4893,8.1145,8.4903,8.3863,8.5773,4.1704,4.0988,4.125,4.2232
C_00518,LOT_012,True,19.971,25.6275,32.737,38.0804,8.1078,10.651,15.3834,18.5674,4.3462,4.9176,5.654,6.0904
C_00519,LOT_012,False,23.9553,24.2643,24.5082,23.4839,8.7697,8.8207,9.3749,9.3803,4.1406,4.1611,4.103,4.0454
C_00520,LOT_012,False,23.2175,24.6786,24.5589,24.1125,9.9074,10.4659,10.3442,10.3976,3.7031,3.7946,3.8396,3.899
C_00521,LOT_013,False,22.6458,22.5942,22.9728,22.9179,11.8578,12.7758,13.4865,14.5738,4.5465,4.4638,4.4767,4.6411
C_00522,LOT_013,False,25.5003,26.2226,25.5768,26.1401,11.8878,12.4443,12.8113,13.637,4.4338,4.4372,4.5345,4.4358
C_00523,LOT_013,False,25.0074,24.964,24.6744,26.3306,12.8742,13.093,13.1776,13.2033,4.5673,4.6114,4.5566,4.5962
C_00524,LOT_013,False,23.5893,23.5238,25.0368,24.5111,12.6165,12.4873,13.2714,13.7833,4.4897,4.4084,4.3444,4.4311
C_00525,LOT_013,False,28.2238,27.9665,28.5812,28.8456,12.3523,12.4027,12.9523,12.9436,4.3138,4.2516,4.2609,4.0782
C_00526,LOT_013,False,23.0416,22.751,23.0558,23.1692,13.3048,14.2524,15.79,17.7737,3.9961,4.0828,4.0508,4.198
C_00527,LOT_013,False,23.8608,24.8942,25.1073,24.715,10.8799,11.3866,11.6559,12.1452,4.7099,4.7422,4.685,4.6393
C_00528,LOT_013,False,26.2159,25.131,24.5043,25.7141,12.048,12.1044,12.1075,11.8874,4.4092,4.5231,4.4635,4.6387
C_00529,LOT_013,False,23.637,22.2876,22.9751,23.3986,11.5886,11.7698,12.0178,12.16,4.3089,4.4231,4.5382,4.5233
C_00530,LOT_013,False,24.53,23.8305,24.8153,25.0678,11.8584,12.0935,12.2284,12.945,4.6154,4.5748,4.6568,4.7496
C_00531,LOT_013,False,21.8887,22.5326,23.0128,23.8552,11.5066,11.6492,12.008,12.8638,4.513,4.3367,4.396,4.3219
C_00532,LOT_013,False,24.2071,23.7209,25.2851,24.3845,13.0873,13.4205,13.5629,13.6321,4.4604,4.5762,4.4441,4.4863
C_00533,LOT_013,False,21.4687,22.1019,22.3603,22.5182,12.2463,12.6767,12.8125,13.857,4.2071,4.0919,4.2032,4.3279
C_00534,LOT_013,False,23.5462,23.0121,23.3391,23.4349,11.3055,11.2894,11.8484,12.2393,4.1131,4.2319,4.2596,4.0309
C_00535,LOT_013,False,23.124,22.8689,24.0332,24.3968,11.7733,12.7221,12.7907,12.6918,4.4005,4.3246,4.3842,4.4306
C_00536,LOT_013,False,24.6358,24.8606,26.9987,26.3111,12.1984,12.252,13.239,12.8271,4.3937,4.6597,4.5326,4.4613
C_00537,LOT_013,False,23.8129,23.3442,24.2128,24.6764,11.7782,11.3892,12.4748,12.6149,4.7826,4.6695,4.6256,4.6079
C_00538,LOT_013,False,25.7363,25.0567,26.5136,26.6709,11.2921,11.895,12.2832,12.9186,4.7417,4.6417,4.7205,4.6885
C_00539,LOT_013,False,22.9531,24.5328,25.3441,25.1683,11.9653,12.4818,12.3879,12.9157,4.7035,4.915,4.7095,4.7174
C_00540,LOT_013,False,25.946,26.0398,26.7936,26.6133,12.7495,13.0769,13.6592,13.4185,3.8092,3.9425,3.8026,3.9497
C_00541,LOT_013,False,25.7787,24.8156,25.1397,25.3484,11.9117,12.2989,12.6518,12.6907,4.1055,4.128,4.1157,4.0693
C_00542,LOT_013,False,24.2923,24.2553,25.2249,24.8054,12.8521,13.0484,13.8375,13.6891,4.6021,4.4364,4.6129,4.5741
C_00543,LOT_013,False,25.2229,25.5817,26.0602,26.4078,12.461,12.2448,12.4634,12.9957,4.6855,4.7884,4.5724,4.5888
C_00544,LOT_013,False,22.0831,23.1633,22.9016,23.1016,13.0239,13.2063,13.6108,13.394,4.4006,4.3748,4.4918,4.5386
C_00545,LOT_013,False,22.9535,24.0065,24.9156,25.4514,10.7093,11.4722,11.5225,12.2348,3.9545,3.9499,4.029,4.0677
C_00546,LOT_013,False,24.2384,26.4283,25.9601,27.0058,12.7891,12.5422,13.0643,13.7014,3.9158,3.9117,3.9347,3.8378
C_00547,LOT_013,False,27.0851,26.6162,26.632,26.8511,11.9372,11.8437,12.6044,13.5424,4.5505,4.4849,4.6904,4.4595
C_00548,LOT_013,False,27.0146,28.9259,28.5274,28.8645,11.118,11.988,13.1134,13.8911,4.2791,4.3735,4.2915,4.2257
C_00549,LOT_013,False,24.3209,24.6906,24.5741,25.6522,12.0689,12.5138,13.1723,12.9721,4.4187,4.5588,4.6436,4.5893
C_00550,LOT_013,False,24.8168,25.2064,25.2442,25.7289,12.1663,12.1139,12.7682,13.2826,4.8807,4.8678,4.8693,4.9477
C_00551,LOT_013,False,23.6923,25.0678,24.7739,23.8692,12.0658,12.0192,11.842,12.6612,4.3909,4.4611,4.4487,4.34
C_00552,LOT_013,False,23.4407,23.7332,23.5011,24.002,12.0378,11.7114,12.3389,12.3971,4.5562,4.5578,4.6935,4.6281
C_00553,LOT_013,False,25.341,24.7703,26.4839,26.3383,12.6045,13.485,13.8587,14.7999,4.173,4.2587,4.2026,4.2642
C_00554,LOT_013,False,23.0761,23.8442,23.9296,24.6434,11.5992,12.1815,12.9411,12.8761,4.1971,4.1722,4.1464,4.2561
C_00555,LOT_013,False,23.6121,22.9094,23.4041,23.6331,11.627,12.2629,12.5021,12.6127,4.6733,4.5885,4.7944,4.6852
C_00556,LOT_013,False,22.5299,23.2383,23.4697,24.2019,12.0911,12.0402,12.5731,13.3604,4.9114,4.9293,4.9329,4.8804
C_00557,LOT_013,False,25.7412,25.7746,27.2147,27.6928,11.8465,11.9226,12.5624,12.0247,4.5016,4.1867,4.4277,4.3484
C_00558,LOT_013,False,21.7338,22.0603,22.2142,23.29,11.9574,12.4463,12.8501,13.4278,4.4412,4.2176,4.3725,4.3462
C_00559,LOT_013,False,23.756,24.8242,24.4282,24.9319,12.7408,12.9898,13.712,14.0989,4.7328,4.5948,4.6724,4.6662
C_00560,LOT_013,False,26.4962,25.5833,25.6399,27.3479,11.8371,12.5168,12.9213,13.2748,4.3282,4.3663,4.4729,4.4014
C_00561,LOT_014,False,22.5143,22.9126,23.8294,23.4614,10.6185,10.63,10.8587,10.5687,4.4064,4.4383,4.3707,4.3915
C_00562,LOT_014,False,22.264,22.6283,22.1387,22.6664,10.5985,10.8115,10.7577,11.127,4.1928,4.3033,4.2742,4.0943
C_00563,LOT_014,False,22.104,22.019,22.8885,23.8758,10.4807,10.4094,10.6579,11.0414,4.6295,4.6166,4.5707,4.6648
C_00564,LOT_014,False,21.9811,21.9289,22.332,23.536,9.6651,9.6551,9.9291,10.2264,4.2688,4.1206,4.1522,4.216
C_00565,LOT_014,False,22.2101,22.0228,22.5193,22.5144,10.3385,10.5436,11.0877,10.536,4.6729,4.6574,4.6419,4.87
C_00566,LOT_014,False,23.6123,23.2207,24.5249,24.6157,10.2347,10.2998,10.4023,10.3826,4.1607,4.192,4.2967,4.4981
C_00567,LOT_014,False,24.0922,24.2251,24.4259,24.5176,10.711,10.7173,10.9036,10.7409,4.4788,4.6304,4.5389,4.4247
C_00568,LOT_014,False,25.7445,26.0255,26.23,26.6799,10.351,10.3603,10.7371,10.3967,4.7576,4.916,4.7978,4.9154
C_00569,LOT_014,False,19.1217,19.3837,20.1998,20.477,10.0203,10.2219,10.4504,10.3675,4.575,4.4824,4.5262,4.4064
C_00570,LOT_014,False,23.0247,23.9173,24.2362,24.154,10.151,10.3056,10.6995,10.8384,4.5545,4.6662,4.7574,4.887
C_00571,LOT_014,False,27.3706,27.952,27.4242,28.3151,10.9572,11.1371,11.3817,11.327,4.7799,4.9906,4.9454,5.0181
C_00572,LOT_014,False,21.748,21.5597,21.7412,22.2036,11.6199,11.437,11.6496,11.7374,4.7771,4.8841,4.8574,4.9671
C_00573,LOT_014,False,22.1777,23.8497,23.4907,23.4241,11.5883,11.7571,12.0137,11.9557,4.3172,4.3469,4.2969,4.47
C_00574,LOT_014,False,22.25,22.1478,22.8841,22.3967,9.9875,9.9302,10.2141,10.2613,4.3522,4.3312,4.5106,4.3668
