component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns,predicted_168h_iddq_ua,predicted_slope_iddq_ua,flag_param_b_iddq_ua,predicted_168h_leakage_ua,predicted_slope_leakage_ua,flag_param_b_leakage_ua,predicted_168h_prop_delay_ns,predicted_slope_prop_delay_ns,flag_param_b_prop_delay_ns,flag_module_b,triggered_parameters_b
C_00491,LOT_012,False,22.5692,22.975,23.1135,24.2929,9.9669,10.3026,11.3007,11.4352,4.064,4.0513,4.1277,4.2176,23.57459,0.0041638241873847015,False,10.792196,0.0033999741236368816,False,4.143912,0.0006431377675798181,False,False,
C_00492,LOT_012,False,23.356,23.3949,24.5187,24.6587,8.9376,8.8545,9.0812,9.259,4.6495,4.6686,4.633,4.8667,24.194012,0.005549386723836264,False,9.2074,0.0024506966802808985,False,4.7397537,0.0004941230773925806,False,False,
C_00493,LOT_012,False,23.2202,25.1497,24.134,24.963,9.378,9.4563,9.4437,9.9003,3.8351,3.9758,3.9995,4.1944,25.239117,0.0006209490882025875,False,9.858851,0.0027954960611131416,False,4.05485,0.0005489590379926893,False,False,
C_00494,LOT_012,False,21.821,21.1913,21.4672,21.6822,8.4729,8.3019,8.5691,8.6943,4.8404,4.9017,4.9755,4.9352,22.092854,0.006260788514879027,False,8.809891,0.0035277135213216157,False,4.9389086,0.0002583928955925839,False,False,
C_00495,LOT_012,False,21.8834,22.6121,22.2711,22.6341,9.6016,9.4116,9.9312,9.8557,3.9388,4.1106,4.131,4.1247,23.027115,0.002882047695583756,False,9.974824,0.003911277442508274,False,4.1561337,0.00031620591481526826,False,False,
C_00496,LOT_012,True,21.8067,32.3393,44.2411,53.8624,8.5141,14.9286,25.1866,32.9121,4.0285,4.8848,5.5189,6.2258,53.8544,0.14941042107476127,True,32.92849,0.12499923392401802,True,6.2146297,0.009234928125805323,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00497,LOT_012,False,24.2342,23.852,24.3015,24.6403,9.157,9.6902,10.0709,10.0414,4.2232,4.4962,4.5153,4.4691,24.593197,0.005147200478447806,False,9.949124,0.0017980856683519095,False,4.5731907,0.0005346575631035701,False,False,
C_00498,LOT_012,False,24.149,23.4871,24.9751,25.5952,8.3279,8.1512,8.8854,9.0876,4.2026,4.4727,4.5202,4.3938,24.554646,0.007413510682847753,False,8.809891,0.004574241299099397,False,4.4308124,-0.00029088639683193403,False,False,
C_00499,LOT_012,False,24.4264,24.6289,24.9129,25.7924,8.2007,8.6919,8.9442,9.1235,4.4561,4.4862,4.5007,4.6432,25.380203,0.005217383660210493,False,9.027519,0.0023306890699598495,False,4.5456963,0.00041316846211751174,False,False,
C_00500,LOT_012,False,23.4433,23.4049,25.2114,25.0602,9.8126,9.5802,9.7647,9.8373,4.3238,4.3665,4.2269,4.4018,24.10859,0.004886730363633888,False,10.091085,0.0035478155136108424,False,4.42139,0.00038118094868129965,False,False,
C_00501,LOT_012,False,20.6433,20.5895,21.0961,21.3988,10.4023,10.2645,10.6906,10.862,4.2571,4.366,4.4889,4.619,21.336739,0.005189156850179029,False,10.862091,0.004149937947591146,False,4.3957915,0.0002068856292300778,False,False,
C_00502,LOT_012,False,26.1391,25.9633,26.1261,27.9922,9.6562,10.1946,10.1496,10.5436,4.5718,4.7725,4.7095,4.4371,26.776264,0.005645584657457138,False,10.582096,0.00269094513787164,False,4.7068415,-0.00045596202214558893,False,False,
C_00503,LOT_012,False,21.9834,23.207,22.9162,23.2603,9.1718,9.3823,9.4176,9.4587,4.1812,4.2714,4.3129,4.4248,23.382275,0.0012171849144829593,False,9.730992,0.0024214744249979603,False,4.264866,-4.53758663601336e-05,False,False,
C_00504,LOT_012,False,23.3335,23.4153,23.3302,23.1982,9.682,10.0321,10.4927,10.8033,4.1438,4.0076,4.1199,4.2106,24.157923,0.005157102394104014,False,10.362856,0.002296916050381132,False,4.190233,0.001268286323547363,False,False,
C_00505,LOT_012,False,21.8618,22.5581,22.4,23.013,9.2323,9.4145,9.3719,9.6246,4.9584,4.8129,4.7703,4.8147,23.027115,0.00325704769558377,False,9.746225,0.0023036483128865536,False,4.935549,0.0008517276551988392,False,False,
C_00506,LOT_012,False,20.9078,20.4031,21.544,21.2875,9.6299,10.0499,9.948,10.2836,4.2024,4.5255,4.2507,4.4821,21.161648,0.005267693032158756,False,10.498721,0.003116813352372917,False,4.6973076,0.001193108240763346,False,False,
C_00507,LOT_012,False,22.0347,22.703,23.3611,23.9975,8.8668,8.889,9.2717,9.0798,4.2958,4.264,4.3024,4.3462,23.034864,0.0023046140670776407,False,9.199922,0.002159177833133278,False,4.336485,0.0005033674240112288,False,False,
C_00508,LOT_012,False,21.1046,21.3631,21.8045,21.7437,8.1589,8.6865,8.7577,9.2925,4.2174,4.2589,4.1476,4.3591,21.970715,0.0042195456186930385,False,9.027519,0.0023681890699598484,False,4.332117,0.0005084519492255338,False,False,
C_00509,LOT_012,False,23.8977,24.5827,25.9669,25.1957,9.9299,9.6061,9.697,9.78,3.8481,3.8361,3.9515,3.8506,24.927761,0.0023962574852837517,False,10.188756,0.004046222146352135,False,3.936943,0.0007002989874945742,False,False,
C_00510,LOT_012,False,19.0034,19.781,19.9204,20.0525,8.9793,9.0488,9.0947,9.083,3.7689,3.7287,3.803,3.9523,20.10507,0.00225048690372044,False,9.328327,0.0019411609649658207,False,3.8771896,0.001031178029378256,False,False,
C_00511,LOT_012,False,21.7655,21.484,22.2398,21.4069,9.256,9.6862,9.9362,10.39,3.8723,3.9704,4.0094,3.9033,22.094555,0.0042399645911322574,False,10.0504055,0.0025292048772176143,False,4.0286226,0.0004043238004048655,False,False,
C_00512,LOT_012,True,21.3497,28.351,38.8491,45.4049,9.0648,15.5457,25.9403,33.3858,4.5468,4.9433,5.6044,6.2587,45.172253,0.11681425454881457,True,33.16755,0.12237395231458875,True,6.1281743,0.008228293784459433,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00513,LOT_012,False,18.3249,18.4015,18.39,19.2809,9.0576,9.0966,9.3475,9.2939,4.4576,4.354,4.5132,4.3406,19.260893,0.0059680060280694,False,9.466416,0.002568169159359399,False,4.4913907,0.0009541021188100172,False,False,
C_00514,LOT_012,False,22.9012,22.7773,23.6874,22.8178,8.5954,9.1524,9.8925,9.969,4.4049,4.4919,4.7352,4.6419,23.46702,0.004789722463819713,False,9.423132,0.0018800829357571065,False,4.506166,9.906931453280822e-05,False,False,
C_00515,LOT_012,False,21.3656,22.5677,21.678,22.7889,8.5311,8.6935,8.8659,8.7943,3.983,3.9572,3.9488,4.0985,22.861225,0.0020383689456515944,False,9.056485,0.0025207303894890665,False,4.075559,0.000821938467025758,False,False,
C_00516,LOT_012,False,19.837,21.0113,20.6791,20.1091,8.3679,8.3387,8.7119,8.7871,4.2866,4.1235,4.292,4.3795,21.067003,0.0003868281258477207,False,8.76249,0.0029429880036248145,False,4.2882533,0.0011441201898786761,False,False,
C_00517,LOT_012,False,20.2055,20.3306,20.7099,20.4893,8.1145,8.4903,8.3863,8.5773,4.1704,4.0988,4.125,4.2232,20.962265,0.004386562601725257,False,8.838457,0.002417757691277401,False,4.2310333,0.0009182869805230051,False,False,
C_00518,LOT_012,True,19.971,25.6275,32.737,38.0804,8.1078,10.651,15.3834,18.5674,4.3462,4.9176,5.654,6.0904,38.642113,0.09037925508287217,True,17.967995,0.0508124631245931,True,6.1194587,0.008346240801281398,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00519,LOT_012,False,23.9553,24.2643,24.5082,23.4839,8.7697,8.8207,9.3749,9.3803,4.1406,4.1611,4.103,4.0454,24.46887,0.0014206261316935314,False,9.177842,0.002480153751373288,False,4.205071,0.0003053539752960188,False,False,
C_00520,LOT_012,False,23.2175,24.6786,24.5589,24.1125,9.9074,10.4659,10.3442,10.3976,3.7031,3.7946,3.8396,3.899,24.53851,-0.0009728516048855212,False,10.818556,0.00244899883270264,False,3.8267424,0.000223211185137431,False,False,
C_00521,LOT_013,False,22.6458,22.5942,22.9728,22.9179,11.8578,12.7758,13.4865,14.5738,4.5465,4.4638,4.4767,4.6411,23.580587,0.006849912410312224,False,14.1139145,0.00929246173434787,False,4.5585756,0.0006581640985276965,False,False,
C_00522,LOT_013,False,25.5003,26.2226,25.5768,26.1401,11.8878,12.4443,12.8113,13.637,4.4338,4.4372,4.5345,4.4358,26.96003,0.005121038903130426,False,13.244388,0.005556164073944091,False,4.4136076,-0.0001638361295064277,False,False,
C_00523,LOT_013,False,25.0074,24.964,24.6744,26.3306,12.8742,13.093,13.1776,13.2033,4.5673,4.6114,4.5566,4.5962,25.832209,0.006029226620992034,False,13.897079,0.005583885192871094,False,4.6498246,0.000266837633980647,False,False,
C_00524,LOT_013,False,23.5893,23.5238,25.0368,24.5111,12.6165,12.4873,13.2714,13.7833,4.4897,4.4084,4.3444,4.4311,24.579443,0.007330854013231056,False,13.337688,0.005905475319756406,False,4.4974704,0.0006185442977481396,False,False,
C_00525,LOT_013,False,28.2238,27.9665,28.5812,28.8456,12.3523,12.4027,12.9523,12.9436,4.3138,4.2516,4.2609,4.0782,28.91461,0.0065840965906778974,False,13.111415,0.0049216313150193996,False,4.30516,0.00037194476127624633,False,False,
C_00526,LOT_013,False,23.0416,22.751,23.0558,23.1692,13.3048,14.2524,15.79,17.7737,3.9961,4.0828,4.0508,4.198,23.986542,0.00858015102810329,False,17.185476,0.020368585438198514,True,4.1248174,0.0002917873011695031,False,True,leakage_ua
C_00527,LOT_013,False,23.8608,24.8942,25.1073,24.715,10.8799,11.3866,11.6559,12.1452,4.7099,4.7422,4.685,4.6393,25.25964,0.0025377759721543955,False,12.367644,0.006812807708316382,False,4.753419,7.790918350219439e-05,False,False,
C_00528,LOT_013,False,26.2159,25.131,24.5043,25.7141,12.048,12.1044,12.1075,11.8874,4.4092,4.5231,4.4635,4.6387,26.574038,0.010021094110276962,False,12.972948,0.006031583849589029,False,4.523417,2.2013611263675217e-06,False,False,
C_00529,LOT_013,False,23.637,22.2876,22.9751,23.3986,11.5886,11.7698,12.0178,12.16,4.3089,4.4231,4.5382,4.5233,24.071177,0.012385948117574049,False,12.582741,0.005645422108968099,False,4.389035,-0.00023656093809339604,False,False,
C_00530,LOT_013,False,24.53,23.8305,24.8153,25.0678,11.8584,12.0935,12.2284,12.945,4.6154,4.5748,4.6568,4.7496,25.22581,0.0096896465089586,False,12.878241,0.0054495873981051934,False,4.6360803,0.0004255573961469879,False,False,
C_00531,LOT_013,False,21.8887,22.5326,23.0128,23.8552,11.5066,11.6492,12.008,12.8638,4.513,4.3367,4.396,4.3219,23.472885,0.0065297578599717975,False,12.395604,0.005183362038930254,False,4.4203053,0.0005805920282999644,False,False,
C_00532,LOT_013,False,24.2071,23.7209,25.2851,24.3845,13.0873,13.4205,13.5629,13.6321,4.4604,4.5762,4.4441,4.4863,24.967184,0.008654750463697644,False,14.129324,0.004922388606601287,False,4.591724,0.00010780499246385331,False,False,
C_00533,LOT_013,False,21.4687,22.1019,22.3603,22.5182,12.2463,12.6767,12.8125,13.857,4.2071,4.0919,4.2032,4.3279,23.048523,0.00657377048068576,False,13.334357,0.004567064317067462,False,4.304412,0.0014757770008511023,False,False,
C_00534,LOT_013,False,23.5462,23.0121,23.3391,23.4349,11.3055,11.2894,11.8484,12.2393,4.1131,4.2319,4.2596,4.0309,24.175062,0.00807612624698215,False,12.176996,0.00616386271582709,False,4.1681952,-0.00044239411354065245,False,False,
C_00535,LOT_013,False,23.124,22.8689,24.0332,24.3968,11.7733,12.7221,12.7907,12.6918,4.4005,4.3246,4.3842,4.4306,24.006956,0.00790316736433241,False,14.145284,0.009883220132191981,False,4.3896537,0.0004517616854773612,False,False,
C_00536,LOT_013,False,24.6358,24.8606,26.9987,26.3111,12.1984,12.252,13.239,12.8271,4.3937,4.6597,4.5326,4.4613,25.783592,0.00640966822306314,False,12.869254,0.0042864868905809145,False,4.6383166,-0.00014849561585320335,False,False,
C_00537,LOT_013,False,23.8129,23.3442,24.2128,24.6764,11.7782,11.3892,12.4748,12.6149,4.7826,4.6695,4.6256,4.6079,24.440527,0.007613381682501894,False,12.560886,0.00813671099344889,False,4.754164,0.0005879459646013033,False,False,
C_00538,LOT_013,False,25.7363,25.0567,26.5136,26.6709,11.2921,11.895,12.2832,12.9186,4.7417,4.6417,4.7205,4.6885,26.04041,0.006831313112046988,False,12.581661,0.004768480724758575,False,4.71853,0.0005335429032643625,False,False,
C_00539,LOT_013,False,22.9531,24.5328,25.3441,25.1683,11.9653,12.4818,12.3879,12.9157,4.7035,4.915,4.7095,4.7174,24.81556,0.0019636068556043718,False,13.11376,0.00438861107296414,False,4.8348265,-0.000556760629018148,False,False,
C_00540,LOT_013,False,25.946,26.0398,26.7936,26.6133,12.7495,13.0769,13.6592,13.4185,3.8092,3.9425,3.8026,3.9497,27.000835,0.006673857074313696,False,13.846186,0.005342261695861815,False,3.951885,6.51735067367561e-05,False,False,
C_00541,LOT_013,False,25.7787,24.8156,25.1397,25.3484,11.9117,12.2989,12.6518,12.6907,4.1055,4.128,4.1157,4.0693,25.969076,0.008010251087612576,False,12.97111,0.004668127388424346,False,4.1803985,0.00036387822363111627,False,False,
C_00542,LOT_013,False,24.2923,24.2553,25.2249,24.8054,12.8521,13.0484,13.8375,13.6891,4.6021,4.4364,4.6129,4.5741,24.999126,0.005165461349487316,False,13.719693,0.004661758221520312,False,4.5352807,0.0006866715590159105,False,False,
C_00543,LOT_013,False,25.2229,25.5817,26.0602,26.4078,12.461,12.2448,12.4634,12.9957,4.6855,4.7884,4.5724,4.5888,26.880894,0.009022178522745759,False,13.0636835,0.00568669104046292,False,4.7728972,-0.00010765803125169689,False,False,
C_00544,LOT_013,False,22.0831,23.1633,22.9016,23.1016,13.0239,13.2063,13.6108,13.394,4.4006,4.3748,4.4918,4.5386,24.040155,0.006089273685879181,False,13.9123125,0.004902864636315236,False,4.4895406,0.0007968095620473256,False,False,
C_00545,LOT_013,False,22.9535,24.0065,24.9156,25.4514,10.7093,11.4722,11.5225,12.2348,3.9545,3.9499,4.029,4.0677,24.484661,0.0033205632103814084,False,12.394876,0.0064074689335293184,False,4.0065246,0.00039322613080342635,False,False,
C_00546,LOT_013,False,24.2384,26.4283,25.9601,27.0058,12.7891,12.5422,13.0643,13.7014,3.9158,3.9117,3.9347,3.8378,27.091549,0.0046058952755398215,False,13.366639,0.005725271786583799,False,3.9324248,0.00014392210907406155,False,False,
C_00547,LOT_013,False,27.0851,26.6162,26.632,26.8511,11.9372,11.8437,12.6044,13.5424,4.5505,4.4849,4.6904,4.4595,27.505417,0.0061751171535915856,False,12.97162,0.007832775041792127,False,4.5488563,0.0004441406832800994,False,False,
C_00548,LOT_013,False,27.0146,28.9259,28.5274,28.8645,11.118,11.988,13.1134,13.8911,4.2791,4.3735,4.2915,4.2257,29.337893,0.002861059252421071,False,13.467899,0.010277078628540041,False,4.3764133,2.0231564839681385e-05,False,False,
C_00549,LOT_013,False,24.3209,24.6906,24.5741,25.6522,12.0689,12.5138,13.1723,12.9721,4.4187,4.5588,4.6436,4.5893,25.540617,0.0059028957578870994,False,13.281002,0.0053277919769287125,False,4.5659003,4.930781788296349e-05,False,False,
C_00550,LOT_013,False,24.8168,25.2064,25.2442,25.7289,12.1663,12.1139,12.7682,13.2826,4.8807,4.8678,4.8693,4.9477,26.149885,0.006551980400085459,False,12.869254,0.005245514668358702,False,4.972618,0.0007279034932454434,False,False,
C_00551,LOT_013,False,23.6923,25.0678,24.7739,23.8692,12.0658,12.0192,11.842,12.6612,4.3909,4.4611,4.4487,4.34,25.176582,0.0007554328918457149,False,12.831623,0.0056418269263373505,False,4.450907,-7.0783122380575e-05,False,False,
C_00552,LOT_013,False,23.4407,23.7332,23.5011,24.002,12.0378,11.7114,12.3389,12.3971,4.5562,4.5578,4.6935,4.6281,24.664383,0.006466548156738281,False,12.59453,0.006132847955491812,False,4.6253853,0.0004693422529432488,False,False,
C_00553,LOT_013,False,25.341,24.7703,26.4839,26.3383,12.6045,13.485,13.8587,14.7999,4.173,4.2587,4.2026,4.2642,25.965094,0.008297177865770135,False,14.803197,0.009154145187801789,False,4.242466,-0.00011273629930284394,False,False,
C_00554,LOT_013,False,23.0761,23.8442,23.9296,24.6434,11.5992,12.1815,12.9411,12.8761,4.1971,4.1722,4.1464,4.2561,24.528456,0.004751775932312007,False,12.794424,0.0042564170625474735,False,4.246371,0.0005150749471452492,False,False,
C_00555,LOT_013,False,23.6121,22.9094,23.4041,23.6331,11.627,12.2629,12.5021,12.6127,4.6733,4.5885,4.7944,4.6852,24.25787,0.009364373058742936,False,12.7815075,0.0036014409171210384,False,4.6538205,0.00045361468527052275,False,False,
C_00556,LOT_013,False,22.5299,23.2383,23.4697,24.2019,12.0911,12.0402,12.5731,13.3604,4.9114,4.9293,4.9329,4.8804,24.131105,0.006200037659539125,False,12.9858675,0.00656713541878594,False,4.937622,5.7792154947919646e-05,False,False,
C_00557,LOT_013,False,25.7412,25.7746,27.2147,27.6928,11.8465,11.9226,12.5624,12.0247,4.5016,4.1867,4.4277,4.3484,26.942299,0.0081090200636122,False,12.699219,0.005393185763888895,False,4.3308544,0.001001072332594129,False,False,
C_00558,LOT_013,False,21.7338,22.0603,22.2142,23.29,11.9574,12.4463,12.8501,13.4278,4.4412,4.2176,4.3725,4.3462,23.09789,0.007205492040846072,False,13.157154,0.004936486689249669,False,4.3800364,0.001128030236562093,False,False,
C_00559,LOT_013,False,23.756,24.8242,24.4282,24.9319,12.7408,12.9898,13.712,14.0989,4.7328,4.5948,4.6724,4.6662,25.20091,0.0026160456127590523,False,13.645013,0.004550089274512392,False,4.6723394,0.0005384683291117335,False,False,
C_00560,LOT_013,False,26.4962,25.5833,25.6399,27.3479,11.8371,12.5168,12.9213,13.2748,4.3282,4.3663,4.4729,4.4014,27.002275,0.009853996298048222,False,13.171724,0.004548085551791721,False,4.3860645,0.00013725367652045461,False,False,
C_00561,LOT_014,False,22.5143,22.9126,23.8294,23.4614,10.6185,10.63,10.8587,10.5687,4.4064,4.4383,4.3707,4.3915,23.83312,0.006392502403259269,False,11.027056,0.002757331530253087,False,4.5195236,0.0005640529208713114,False,False,
C_00562,LOT_014,False,22.264,22.6283,22.1387,22.6664,10.5985,10.8115,10.7577,11.127,4.1928,4.3033,4.2742,4.0943,23.459549,0.005772562154134119,False,11.062352,0.0017420290311177533,False,4.2516336,-0.0003587941381666404,False,False,
C_00563,LOT_014,False,22.104,22.019,22.8885,23.8758,10.4807,10.4094,10.6579,11.0414,4.6295,4.6166,4.5707,4.6648,22.98775,0.006727424303690604,False,10.8071375,0.002762065898047555,False,4.6656804,0.00034083616998460534,False,False,
C_00564,LOT_014,False,21.9811,21.9289,22.332,23.536,9.6651,9.6551,9.9291,10.2264,4.2688,4.1206,4.1522,4.216,22.830616,0.006261916648017045,False,10.012556,0.002482333861456983,False,4.2884374,0.001165537267261084,False,False,
C_00565,LOT_014,False,22.2101,22.0228,22.5193,22.5144,10.3385,10.5436,11.0877,10.536,4.6729,4.6574,4.6419,4.87,22.98775,0.006701035414801703,False,10.778167,0.0016289359092712427,False,4.7579894,0.0006985375457339818,False,False,
C_00566,LOT_014,False,23.6123,23.2207,24.5249,24.6157,10.2347,10.2998,10.4023,10.3826,4.1607,4.192,4.2967,4.4981,24.214336,0.006900252744886605,False,10.614737,0.0021870594236585873,False,4.2676744,0.0005255169868469226,False,False,
C_00567,LOT_014,False,24.0922,24.2251,24.4259,24.5176,10.711,10.7173,10.9036,10.7409,4.4788,4.6304,4.5389,4.4247,24.868969,0.004471312247382262,False,11.116079,0.002769300905863445,False,4.62186,-5.930536588032936e-05,False,False,
C_00568,LOT_014,False,25.7445,26.0255,26.23,26.6799,10.351,10.3603,10.7371,10.3967,4.7576,4.916,4.7978,4.9154,26.81755,0.005500351799858934,False,10.614737,0.0017669205347696905,False,4.8849316,-0.00021575302547878947,False,False,
C_00569,LOT_014,False,19.1217,19.3837,20.1998,20.477,10.0203,10.2219,10.4504,10.3675,4.575,4.4824,4.5262,4.4064,20.49369,0.007708267296685106,False,10.526167,0.0021129646937052427,False,4.4904923,5.619683265685923e-05,False,False,
C_00570,LOT_014,False,23.0247,23.9173,24.2362,24.154,10.151,10.3056,10.6995,10.8384,4.5545,4.6662,4.7574,4.887,24.17809,0.001811035707261821,False,10.614737,0.0021467816458808045,False,4.7297196,0.00044110860294765963,False,False,
C_00571,LOT_014,False,27.3706,27.952,27.4242,28.3151,10.9572,11.1371,11.3817,11.327,4.7799,4.9906,4.9454,5.0181,28.599958,0.004499711248609743,False,11.346548,0.0014545005586412202,False,4.9260607,-0.0004481897460089769,False,False,
C_00572,LOT_014,False,21.748,21.5597,21.7412,22.2036,11.6199,11.437,11.6496,11.7374,4.7771,4.8841,4.8574,4.9671,22.584364,0.007115721787346738,False,11.903151,0.0032371566560533355,False,4.883371,-5.063358942668393e-06,False,False,
C_00573,LOT_014,False,22.1777,23.8497,23.4907,23.4241,11.5883,11.7571,12.0137,11.9557,4.3172,4.3469,4.2969,4.47,24.085651,0.0016385513729519413,False,12.070248,0.00217463645935059,False,4.389748,0.00029755622545878254,False,False,
C_00574,LOT_014,False,22.25,22.1478,22.8841,22.3967,9.9875,9.9302,10.2141,10.2613,4.3522,4.3312,4.5106,4.3668,22.98775,0.005832979859246147,False,10.265122,0.0023258500946892685,False,4.445317,0.0007924777189890548,False,False,
C_00575,LOT_014,False,24.1739,24.2314,25.3345,24.2558,10.0003,9.9568,10.7264,10.3257,4.2524,4.3373,4.3257,4.4495,24.868969,0.004427562247382265,False,10.265122,0.002141127872467045,False,4.369918,0.0002265129831102164,False,False,
C_00576,LOT_014,False,21.4686,21.8586,21.4548,22.3119,10.6489,10.935,11.0341,10.927,4.8881,4.9302,4.8557,5.1163,22.6654,0.005602774662441684,False,11.156475,0.0015380212995741067,False,4.9615307,0.0002175742043389205,False,False,
C_00577,LOT_014,False,23.7436,23.8848,23.4756,23.03,10.209,10.6072,11.0589,11.8307,4.294,4.4759,4.5179,4.3709,24.496464,0.004247665108574772,False,11.01253,0.0028147939364115354,False,4.4657617,-7.040512826707775e-05,False,False,
C_00578,LOT_014,True,26.1827,33.6251,45.9949,53.8382,9.7081,12.7844,17.1732,19.2929,4.3394,4.6875,5.0614,5.2232,53.74933,0.13975158759223089,True,19.937782,0.049676265886094834,True,5.2055635,0.003597663508521186,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00579,LOT_014,True,24.273,33.7981,46.5325,55.2754,10.605,14.0879,18.7077,21.0527,4.7175,4.9014,5.681,5.8962,55.73677,0.1523518793741862,True,21.955832,0.05463841338687473,True,4.886121,-0.00010610558191935053,False,True,"iddq_ua,leakage_ua"
C_00580,LOT_014,False,24.6993,24.3968,24.9173,26.6589,11.1495,11.385,11.6605,11.8447,4.5373,4.5265,4.6667,4.6322,25.543453,0.007962869559393996,False,11.839,0.0031527760293748658,False,4.6368375,0.0007662325170305011,False,False,
C_00581,LOT_014,True,22.0623,30.2884,41.7834,49.1732,10.2526,14.4251,18.0254,20.7151,4.2827,4.6747,5.1257,5.4207,50.379993,0.13952495443556046,True,21.453972,0.0488116101582845,True,5.3866053,0.004943786546919083,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00582,LOT_014,False,23.8695,25.1354,25.0756,24.2461,9.6507,10.0224,10.3101,9.9433,4.7156,4.7937,4.769,4.8359,25.384087,0.001726990339491098,False,10.2159195,0.0013438853793674094,False,4.791555,-1.4896334542170554e-05,False,False,
C_00583,LOT_014,False,24.3974,24.0831,25.229,25.1616,10.2653,9.9657,10.5818,10.3994,4.8084,4.7185,4.7256,4.7997,25.027044,0.006555168724060046,False,10.320277,0.0024623417642381457,False,4.8185287,0.0006946434179941834,False,False,
C_00584,LOT_014,False,24.4331,24.4431,24.0642,23.5556,10.0996,9.6316,10.1843,9.9312,4.4772,4.366,4.3395,4.5119,25.576818,0.00787304490407307,False,10.199515,0.003943856546613901,False,4.578984,0.0014790540536244734,False,False,
C_00585,LOT_014,False,23.7761,23.7819,24.3584,24.8595,10.2684,10.401,11.0265,11.2563,4.4596,4.4674,4.5993,4.3887,24.532553,0.005212866104973685,False,10.614737,0.0014842816458808066,False,4.5457544,0.0005441280047098824,False,False,
C_00586,LOT_014,False,23.4381,24.6561,25.7466,25.3219,10.3048,10.3969,10.5379,10.8168,4.2826,4.4793,4.3559,4.3801,24.95732,0.0020918004141913618,False,10.614737,0.001512753868103024,False,4.4076715,-0.000497420475218033,False,False,
C_00587,LOT_014,False,21.0191,21.3555,20.6407,21.5209,9.1112,9.4019,9.7179,9.6404,4.466,4.2691,4.6682,4.6074,21.831104,0.0033028074900309295,False,9.772975,0.0025769094996982186,False,4.4355507,0.0011559075673421232,False,False,
C_00588,LOT_014,False,25.5653,25.1615,25.6417,26.3038,10.4989,10.884,10.7297,10.7568,4.2459,4.2374,4.2481,4.0945,26.184164,0.007101833661397296,False,11.136411,0.0017528521749708365,False,4.317116,0.0005535818311903208,False,False,
C_00589,LOT_014,False,23.2039,23.1543,24.2995,23.6935,10.459,10.6985,11.3825,11.2616,4.6325,4.5941,4.5993,4.6852,24.026484,0.0060568301094902945,False,11.079883,0.002648490428924566,False,4.6947594,0.0006990233951144743,False,False,
C_00590,LOT_014,False,24.8142,24.44,25.5882,25.9681,10.6855,10.4972,10.785,10.9267,4.7013,4.8245,4.8577,4.718,25.641403,0.008343077765570738,False,10.906842,0.002844737720489506,False,4.798187,-0.00018273070123460256,False,False,
C_00591,LOT_014,False,24.3638,24.065,24.452,25.7048,9.4514,9.6926,9.7939,9.696,4.4497,4.5573,4.5974,4.5483,24.888176,0.005716499752468524,False,9.978791,0.001987439144982228,False,4.6202993,0.00043749541176690214,False,False,
C_00592,LOT_014,False,23.329,22.7393,23.0642,23.6554,9.7159,9.7105,9.7148,9.3961,4.1164,4.1086,4.1251,4.211,23.907759,0.008114296616448295,False,10.012556,0.002097611639234757,False,4.194547,0.0005968553913964163,False,False,
C_00593,LOT_014,True,22.738,37.8878,56.3329,70.3559,10.3712,14.2287,19.1221,22.485,4.5567,4.8573,5.577,6.1835,70.459,0.2261888863457574,True,22.217247,0.05547602089775933,True,5.6759834,0.005685301589965818,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00594,LOT_014,False,25.0259,25.9217,25.6558,25.4715,12.2305,11.5391,11.6499,11.9453,4.8611,4.941,5.0222,5.0635,26.507145,0.0040655897776285714,False,12.062797,0.003636781893836131,False,4.925318,-0.00010890441470675884,False,False,
C_00595,LOT_014,False,25.2731,24.0274,25.329,25.8856,10.5648,10.3899,10.3129,10.2288,4.7562,4.9437,4.9474,4.6538,25.387373,0.009444256740146213,False,10.765114,0.0026056516011555932,False,4.8320794,-0.0007751429822709808,False,False,
C_00596,LOT_014,False,23.7271,24.5329,24.2776,24.087,10.9513,10.9217,10.9357,11.2762,4.6119,4.9224,4.8471,4.7715,24.914213,0.0026480081982082687,False,11.190203,0.0018646021736992762,False,5.4121,0.0034006933212280296,True,True,prop_delay_ns
C_00597,LOT_014,False,22.8704,23.3278,22.9598,23.4681,10.9032,11.5022,11.1843,11.6451,4.9228,4.9805,4.9884,4.9159,23.998936,0.004660664579603408,False,11.796656,0.0020448309368557385,False,4.959806,-0.00014370857344733447,False,False,
